;inproceedings_dblp100;mdate;key;author;author.1;author2;title;pages;year;booktitle;__len;crossref;url;ee;author3;author4;author5;number;author6;author7;author8
355;378.0;2013-06-05;journals/procedia/ZhangS12;Hong Zhang;Adrian Sandu;;A Second-order Diagonally-Implicit-Explicit Multi-Stage Integration Method.;1039-1046;2012.0;ICCS;1613.0;conf/iccS/2012;db/journals/procedia/procedia9.html#ZhangS12;http://dx.doi.org/10.1016/j.procs.2012.04.112;;;;;;;3625
357;380.0;2013-06-05;journals/procedia/MillerM11;Boris M. Miller;Daniel J. McInnes;;Management of dam systems via optimal price control.;1373-1382;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#MillerM11;http://dx.doi.org/10.1016/j.procs.2011.04.148;;;;;;;3624
358;381.0;2013-06-17;journals/procedia/KawinfruangfukulKK13;Thammanoon Kawinfruangfukul;Supannika Koolmanojwong;Nupul Kukreja;Representing Advances in Systems Engineering by Using an Electronic Process Guide.;1062-1071;2013.0;CSER;1613.0;conf/cser/2013;db/journals/procedia/procedia16.html#KawinfruangfukulKK13;http://dx.doi.org/10.1016/j.procs.2013.01.112;;;;;;;3626
360;383.0;2013-06-05;journals/procedia/PeairsC11;Lisa Peairs;Tzu-Yi Chen;;Using reinforcement learning to vary the m in GMRES(m).;2257-2266;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#PeairsC11;http://dx.doi.org/10.1016/j.procs.2011.04.246;;;;;;;3624
361;384.0;2013-06-05;journals/procedia/CaggianeseE12;Giuseppe Caggianese;Ugo Erra;;GPU Accelerated Multi-agent Path Planning Based on Grid Space Decomposition.;1847-1856;2012.0;ICCS;1613.0;conf/iccS/2012;db/journals/procedia/procedia9.html#CaggianeseE12;http://dx.doi.org/10.1016/j.procs.2012.04.203;;;;;;;3625
364;387.0;2013-06-05;journals/procedia/JaidannALB11;Mounir Jaidann;Hakima Abou-Rachid;Xavier Lafleur-Lambert;Atomistic studies of RDX and FOX-7 -Based Plastic-Bonded explosives: molecular dynamics simulation.;1177-1185;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#JaidannALB11;http://dx.doi.org/10.1016/j.procs.2011.04.126;Josée Brisson;;;;;;3624
365;388.0;2013-07-10;journals/procedia/Florio12;Vincenzo De Florio;;;On the Role of Perception and Apperception in Ubiquitous and Pervasive Environments.;1194-1201;2012.0;ANT/MobiWIS;1613.0;conf/ant/2012;db/journals/procedia/procedia10.html#Florio12;http://dx.doi.org/10.1016/j.procs.2012.06.172;;;;;;;3625
366;389.0;2013-06-20;journals/procedia/MauchM12;Luis Henrique Mauch;Carla Mauch;;An Online Accessible Learning Environment for a Selection and Training Process of Teachers in the Public Basic Education System in Brazil.;351-358;2012.0;DSAI;1613.0;conf/dsai/2012;db/journals/procedia/procedia14.html#MauchM12;http://dx.doi.org/10.1016/j.procs.2012.10.040;;;;;;;3625
368;391.0;2013-11-28;journals/procedia/AchesonPDKCH12;Paulette Acheson;Louis Pape;Cihan H. Dagli;Understanding System of Systems Development Using an Agent- Based Wave Model.;21-30;2012.0;Complex Adaptive Systems;1613.0;conf/complexsystems/2012;db/journals/procedia/procedia12.html#AchesonPDKCH12;http://dx.doi.org/10.1016/j.procs.2012.09.024;Nil H. Kilicay-Ergin;John M. Colombi;Khaled Haris;;;;3625
369;392.0;2013-06-20;journals/procedia/RestrepoBG12;Emmanuelle Gutiérrez y Restrepo;Carlos Benavídez;Henry Gutiérrez;The Challenge of Teaching to Create Accessible Learning Objects to Higher Education Lecturers.;371-381;2012.0;DSAI;1613.0;conf/dsai/2012;db/journals/procedia/procedia14.html#RestrepoBG12;http://dx.doi.org/10.1016/j.procs.2012.10.043;;;;;;;3625
370;393.0;2013-06-05;journals/procedia/PlaleWHCL12;Beth Plale;Eran Chinthaka Withana;Chathura Herath;Effectiveness of Hybrid Workflow Systems for Computational Science.;508-517;2012.0;ICCS;1613.0;conf/iccS/2012;db/journals/procedia/procedia9.html#PlaleWHCL12;http://dx.doi.org/10.1016/j.procs.2012.04.054;Kavitha Chandrasekar;Yuan Luo;;;;;3625
371;394.0;2013-11-28;journals/procedia/ValovaGGG11;Iren Valova;Natacha Gueorguieva;George Gueorguiev;Simulating the Influence of Ca on the Na Channel Excitability.;323-328;2011.0;Complex Adaptive Systems;1613.0;conf/complexsystems/2011;db/journals/procedia/procedia6.html#ValovaGGG11;http://dx.doi.org/10.1016/j.procs.2011.08.059;Vyacheslav Glukh;;;;;;3624
372;395.0;2014-08-01;journals/procedia/LingerfeltMOBM11;Eric J. Lingerfelt;O. E. Bronson Messer;J. A. Osborne;A Multitier System for the Verification, Visualization and Management of CHIMERA.;2076-2085;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#LingerfeltMOBM11;http://dx.doi.org/10.1016/j.procs.2011.04.227;Reuben D. Budiardja;Anthony Mezzacappa;;;;;3624
373;396.0;2013-06-05;journals/procedia/NagataS11;Katsuya Nagata;Susumu Shirayama;;Analysis Method of Influence of Potential Edge on Information Diffusion.;241-250;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#NagataS11;http://dx.doi.org/10.1016/j.procs.2011.04.026;;;;;;;3624
374;397.0;2013-07-10;journals/procedia/OukselL12;Aris M. Ouksel;Doug Lundquist;;A Context-Aware Cross-Layer Broadcast Model for Ad Hoc Networks.;517-524;2012.0;ANT/MobiWIS;1613.0;conf/ant/2012;db/journals/procedia/procedia10.html#OukselL12;http://dx.doi.org/10.1016/j.procs.2012.06.066;;;;;;;3625
375;398.0;2013-06-17;journals/procedia/MoriartyMA12;Brian Moriarty;Zak Moy;Caroline Amaba;Utilizing Explorable Visual Environments for Experiential Applications.;261-266;2012.0;CSER;1613.0;conf/cser/2012;db/journals/procedia/procedia8.html#MoriartyMA12;http://dx.doi.org/10.1016/j.procs.2012.01.055;;;;;;;3625
376;399.0;2013-07-10;journals/procedia/Ansari12;Nirwan Ansari;;;Keynote 2: Content Delivery Acceleration.;20-21;2012.0;ANT/MobiWIS;1613.0;conf/ant/2012;db/journals/procedia/procedia10.html#Ansari12;http://dx.doi.org/10.1016/j.procs.2012.06.005;;;;;;;3625
377;400.0;2013-11-28;journals/procedia/AndersonaL11;S. H. Anderson;X. Liu;;Pollutant Transport in Geomedia Using X-ray Computed Tomography.;481-486;2011.0;Complex Adaptive Systems;1613.0;conf/complexsystems/2011;db/journals/procedia/procedia6.html#AndersonaL11;http://dx.doi.org/10.1016/j.procs.2011.08.089;;;;;;;3624
378;401.0;2013-10-21;journals/procedia/GaoLG12;Pu Gao;Hong P. Liu;David P. Gluch;On Modelling, Simulating and Verifying a Decentralized Mission Control Algorithm for a Fleet of Collaborative UAVs.;792-801;2012.0;ICCS;1613.0;conf/iccS/2012;db/journals/procedia/procedia9.html#GaoLG12;http://dx.doi.org/10.1016/j.procs.2012.04.085;;;;;;;3625
379;402.0;2014-07-19;journals/procedia/AndradeTXORE12;Guilherme Andrade;Felipe Teixeira;Carolina Ribeiro Xavier;HASCH: High Performance Automatic Spell Checker for Portuguese Texts from the Web.;403-411;2012.0;ICCS;1613.0;conf/iccS/2012;db/journals/procedia/procedia9.html#AndradeTXORE12;http://dx.doi.org/10.1016/j.procs.2012.04.043;R. S. Oliveira;Leonardo C. da Rocha;Alexandre G. Evsukoff;;;;3625
380;403.0;2013-06-17;journals/procedia/IwataM13;Curtis Iwata;Dimitri Mavris;;Object-Oriented Discrete Event Simulation Modeling Environment for Aerospace Vehicle Maintenance and Logistics Process.;187-196;2013.0;CSER;1613.0;conf/cser/2013;db/journals/procedia/procedia16.html#IwataM13;http://dx.doi.org/10.1016/j.procs.2013.01.020;;;;;;;3626
381;404.0;2013-06-05;journals/procedia/NakaoHMYY11;Masahiro Nakao;Tomoyuki Hiroyasu;Mitsunori Miki;Real-coded Estimation of Distribution Algorithm by Using Probabilistic Models with Multiple Learning Rates.;1244-1251;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#NakaoHMYY11;http://dx.doi.org/10.1016/j.procs.2011.04.134;Hisatake Yokouchi;Masato Yoshimi;;;;;3624
382;405.0;2013-11-28;journals/procedia/LiS12;Jiakai Li;Gürsel Serpen;;Simulating Heterogeneous and Larger-Scale Wireless Sensor Networks with TOSSIM TinyOS Emulator.;374-379;2012.0;Complex Adaptive Systems;1613.0;conf/complexsystems/2012;db/journals/procedia/procedia12.html#LiS12;http://dx.doi.org/10.1016/j.procs.2012.09.089;;;;;;;3625
383;406.0;2013-06-20;journals/procedia/CapitaoAV12;Susana Capitão;Ana Margarida Pisco Almeida;Rui Marques Vieira;Connecting Families and Schools of Students with Deafness: Describing the ICT and Internet use in Education.;163-172;2012.0;DSAI;1613.0;conf/dsai/2012;db/journals/procedia/procedia14.html#CapitaoAV12;http://dx.doi.org/10.1016/j.procs.2012.10.019;;;;;;;3625
384;407.0;2013-06-05;journals/procedia/LewisMW12;Rory A. Lewis;Chad A. Mello;Andrew M. White 0001;Tracking Epileptogenesis Progressions with Layered Fuzzy K-means and K-medoid Clustering.;432-438;2012.0;ICCS;1613.0;conf/iccS/2012;db/journals/procedia/procedia9.html#LewisMW12;http://dx.doi.org/10.1016/j.procs.2012.04.046;;;;;;;3625
385;408.0;2013-07-10;journals/procedia/CoudercBA11;Paul Couderc;Michel Banâtre;Fabien Allard;Pervasive Integrity Checking With Coupled Objects.;320-327;2011.0;ANT/MobiWIS;1613.0;conf/ant/2011;db/journals/procedia/procedia5.html#CoudercBA11;http://dx.doi.org/10.1016/j.procs.2011.07.042;;;;;;;3624
387;410.0;2013-06-05;journals/procedia/OhtaniHTHHNI11;Makiko Ohtani;Kazuo Hirahara;Yasuto Takahashi;Fast Computation of Quasi-Dynamic Earthquake Cycle Simulation with Hierarchical Matrices.;1456-1465;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#OhtaniHTHHNI11;http://dx.doi.org/10.1016/j.procs.2011.04.158;Takane Hori;Mamoru Hyodo;Hiroshi Nakashima;;Takeshi Iwashita;;3624
390;413.0;2013-06-05;journals/procedia/MalakarNV11;Preeti Malakar;Vijay Natarajan;Sathish S. Vadhiyar;InSt: An Integrated Steering Framework for Critical Weather Applications.;116-125;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#MalakarNV11;http://dx.doi.org/10.1016/j.procs.2011.04.013;;;;;;;3624
391;414.0;2013-07-10;journals/procedia/TruongPD12;Hong Linh Truong;Phu H. Phung;Schahram Dustdar;Governing Bot-as-a-Service in Sustainability Platforms - Issues and Approaches.;561-568;2012.0;ANT/MobiWIS;1613.0;conf/ant/2012;db/journals/procedia/procedia10.html#TruongPD12;http://dx.doi.org/10.1016/j.procs.2012.06.072;;;;;;;3625
392;415.0;2013-06-05;journals/procedia/GomesPV11;Antônio Tadeu A. Gomes;Diego Paredes;Frédéric Valentin;Supporting the Perpetuation and Reproducibility of Numerical Method Publications.;688-696;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#GomesPV11;http://dx.doi.org/10.1016/j.procs.2011.04.072;;;;;;;3624
393;416.0;2013-11-28;journals/procedia/BatlloriLLS11;R. Batllori;Craig B. Laramee;Walker H. Land Jr.;Evolving spiking neural networks for robot control.;329-334;2011.0;Complex Adaptive Systems;1613.0;conf/complexsystems/2011;db/journals/procedia/procedia6.html#BatlloriLLS11;http://dx.doi.org/10.1016/j.procs.2011.08.060;J. David Schaffer;;;;;;3624
394;417.0;2013-06-17;journals/procedia/Ruijven13;L. C. van Ruijven;;;Ontology for Systems Engineering.;383-392;2013.0;CSER;1613.0;conf/cser/2013;db/journals/procedia/procedia16.html#Ruijven13;http://dx.doi.org/10.1016/j.procs.2013.01.040;;;;;;;3626
395;418.0;2013-11-28;journals/procedia/MoriartyLDBMH12;Brian Moriarty;Elizabeth Lennon;Frank DiCola;Utilizing Depth Based Sensors and Customizable Software Frameworks for Experiential Application.;200-205;2012.0;Complex Adaptive Systems;1613.0;conf/complexsystems/2012;db/journals/procedia/procedia12.html#MoriartyLDBMH12;http://dx.doi.org/10.1016/j.procs.2012.09.054;Kyle Buzby;Morisa Manzella;Emily Hromada;;;;3625
397;420.0;2013-07-10;journals/procedia/MezniCG12;Haithem Mezni;Walid Chainbi;Khaled Ghédira;AWS-Policy: An Extension for Autonomic Web Service Description.;915-920;2012.0;ANT/MobiWIS;1613.0;conf/ant/2012;db/journals/procedia/procedia10.html#MezniCG12;http://dx.doi.org/10.1016/j.procs.2012.06.122;;;;;;;3625
399;422.0;2013-06-17;journals/procedia/Merchant12;Shabbir Merchant;;;Role of Safety and Product Integrity.;443-451;2012.0;CSER;1613.0;conf/cser/2012;db/journals/procedia/procedia8.html#Merchant12;http://dx.doi.org/10.1016/j.procs.2012.01.084;;;;;;;3625
400;423.0;2013-06-17;journals/procedia/YasarerN12;Hakan Yasarer;Yacoub Najjar;;Development of Void Prediction Models for Kansas Concrete Mixes Used in PCC Pavement.;473-478;2012.0;CSER;1613.0;conf/cser/2012;db/journals/procedia/procedia8.html#YasarerN12;http://dx.doi.org/10.1016/j.procs.2012.01.088;;;;;;;3625
402;425.0;2013-06-05;journals/procedia/LimareM11;Nicolas Limare;Jean-Michel Morel;;The IPOL Initiative: Publishing and Testing Algorithms on Line for Reproducible Research in Image Processing.;716-725;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#LimareM11;http://dx.doi.org/10.1016/j.procs.2011.04.075;;;;;;;3624
403;426.0;2013-11-28;journals/procedia/OzbayogluB12;A. Murat Özbayoglu;Recep Bozer;;Estimation of the Burned Area in Forest Fires Using Computational Intelligence Techniques.;282-287;2012.0;Complex Adaptive Systems;1613.0;conf/complexsystems/2012;db/journals/procedia/procedia12.html#OzbayogluB12;http://dx.doi.org/10.1016/j.procs.2012.09.070;;;;;;;3625
404;427.0;2013-06-05;journals/procedia/KouassiAK11;Eli Koffi Kouassi;Toshiyuki Amagasa;Hiroyuki Kitagawa;Efficient Probabilistic Latent Semantic Indexing using Graphics Processing Unit.;382-391;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#KouassiAK11;http://dx.doi.org/10.1016/j.procs.2011.04.040;;;;;;;3624
405;428.0;2013-11-28;journals/procedia/MrazovaK12;Iveta Mrázová;Marek Kukacka;;Can Deep Neural Networks Discover Meaningful Pattern Features?;194-199;2012.0;Complex Adaptive Systems;1613.0;conf/complexsystems/2012;db/journals/procedia/procedia12.html#MrazovaK12;http://dx.doi.org/10.1016/j.procs.2012.09.053;;;;;;;3625
406;429.0;2013-06-17;journals/procedia/YangWB13;Shahan Yang;Baobing Wang;John S. Baras;Interactive Tree Decomposition Tool for Reducing System Analysis Complexity.;138-147;2013.0;CSER;1613.0;conf/cser/2013;db/journals/procedia/procedia16.html#YangWB13;http://dx.doi.org/10.1016/j.procs.2013.01.015;;;;;;;3626
407;430.0;2013-07-10;journals/procedia/Al-TurjmanHO11;Fadi M. Al-Turjman;Hossam S. Hassanein;Sharief M. A. Oteafy;Towards Augmenting Federated Wireless Sensor Networks.;224-231;2011.0;ANT/MobiWIS;1613.0;conf/ant/2011;db/journals/procedia/procedia5.html#Al-TurjmanHO11;http://dx.doi.org/10.1016/j.procs.2011.07.030;;;;;;;3624
409;432.0;2013-06-17;journals/procedia/BranscombPCJ13;Jaclyn M. Branscomb;Christiaan J. J. Paredis;Judy Che;Supporting Multidisciplinary Vehicle Analysis Using a Vehicle Reference Architecture Model in SysML.;79-88;2013.0;CSER;1613.0;conf/cser/2013;db/journals/procedia/procedia16.html#BranscombPCJ13;http://dx.doi.org/10.1016/j.procs.2013.01.009;Mark J. Jennings;;;;;;3626
410;433.0;2013-06-05;journals/procedia/MasseroliGC11;Marco Masseroli;Giorgio Ghisalberti;Stefano Ceri;Bio Search Computing: Bioinformatics web service integration for data-driven answering of complex Life Science questions.;1082-1091;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#MasseroliGC11;http://dx.doi.org/10.1016/j.procs.2011.04.115;;;;;;;3624
411;434.0;2013-06-05;journals/procedia/FahadMB11;Muhammad Fahad;Néjib Moalla;Abdelaziz Bouras;Towards ensuring Satisfiability of Merged Ontology.;2216-2225;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#FahadMB11;http://dx.doi.org/10.1016/j.procs.2011.04.242;;;;;;;3624
412;435.0;2013-07-10;journals/procedia/ShiraniSKZLL12;Rostam Shirani;Marc St-Hilaire;Thomas Kunz;On the Delay of Reactive-Greedy-Reactive Routing in Unmanned Aeronautical Ad-hoc Networks.;535-542;2012.0;ANT/MobiWIS;1613.0;conf/ant/2012;db/journals/procedia/procedia10.html#ShiraniSKZLL12;http://dx.doi.org/10.1016/j.procs.2012.06.068;Yifeng Zhou;Jun Li 0006;Louise Lamont;;;;3625
414;437.0;2013-11-28;journals/procedia/KhanmohammadiDE12;Sina Khanmohammadi;Cihan H. Dagli;Farnaz Zamani Esfahlani;A Fuzzy Inference Model for Predicting Irregular Human Behaviour During Stressful Missions.;265-270;2012.0;Complex Adaptive Systems;1613.0;conf/complexsystems/2012;db/journals/procedia/procedia12.html#KhanmohammadiDE12;http://dx.doi.org/10.1016/j.procs.2012.09.067;;;;;;;3625
416;439.0;2013-06-20;journals/procedia/GreggCT12;Noel Gregg;YunJeong Chang;Robert Todd;Social Media, Avatars, and Virtual Worlds: Re-imagine an Inclusive Learning Environment for Adolescents and Adults with Literacy Barriers.;336-342;2012.0;DSAI;1613.0;conf/dsai/2012;db/journals/procedia/procedia14.html#GreggCT12;http://dx.doi.org/10.1016/j.procs.2012.10.038;;;;;;;3625
417;440.0;2013-11-28;journals/procedia/JosephLS11;Anthony Joseph;Maurice Larrain;Eshwar Singh;Predictive Ability of the Interest Rate Spread Using Neural Networks.;207-212;2011.0;Complex Adaptive Systems;1613.0;conf/complexsystems/2011;db/journals/procedia/procedia6.html#JosephLS11;http://dx.doi.org/10.1016/j.procs.2011.08.039;;;;;;;3624
419;442.0;2013-06-17;journals/procedia/CorrandDM13;Matthieu Corrand;Scott J. Duncan;Dimitri N. Mavris;Incorporating Electrical Distribution Network Structure into Energy Portfolio Optimization for an Isolated Grid.;757-766;2013.0;CSER;1613.0;conf/cser/2013;db/journals/procedia/procedia16.html#CorrandDM13;http://dx.doi.org/10.1016/j.procs.2013.01.079;;;;;;;3626
420;443.0;2013-06-05;journals/procedia/Eijkhout12;Victor Eijkhout;;;International Conference on Computational Science, ICCS 2012 A Theory of Data Movement in Parallel Computations.;236-245;2012.0;ICCS;1613.0;conf/iccS/2012;db/journals/procedia/procedia9.html#Eijkhout12;http://dx.doi.org/10.1016/j.procs.2012.04.025;;;;;;;3625
421;444.0;2013-06-05;journals/procedia/FioreAFPSDBC11;Sandro Fiore;Giovanni Aloisio;Peter Fox;The Climate-G testbed: towards large scale distributed data management for climate change.;567-576;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#FioreAFPSDBC11;http://dx.doi.org/10.1016/j.procs.2011.04.059;Monique Petitdidier;Horst Schwichtenberg;Sebastien Denvil;;Jonathan D. Blower;Antonio S. Cofiño;3624
422;445.0;2013-07-10;journals/procedia/RawiA11;Mohd Izani Mohamed Rawi;Adnan Al-Anbuky;;Development of Intelligent Wireless Sensor Networks for Human Comfort Index Measurement.;232-239;2011.0;ANT/MobiWIS;1613.0;conf/ant/2011;db/journals/procedia/procedia5.html#RawiA11;http://dx.doi.org/10.1016/j.procs.2011.07.031;;;;;;;3624
424;447.0;2013-11-28;journals/procedia/ZhangF12;Wenjing Zhang;Xin Feng;;A New Ensemble Learning Method for Temporal Pattern Identification.;102-109;2012.0;Complex Adaptive Systems;1613.0;conf/complexsystems/2012;db/journals/procedia/procedia12.html#ZhangF12;http://dx.doi.org/10.1016/j.procs.2012.09.038;;;;;;;3625
425;448.0;2013-06-05;journals/procedia/JourjonRDO11;Guillaume Jourjon;Thierry Rakotoarivelo;Christoph Dwertmann;International Conference on Computational Science, ICCS 2011 LabWiki: An Executable Paper Platform for Experiment-based Research.;697-706;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#JourjonRDO11;http://dx.doi.org/10.1016/j.procs.2011.04.073;Maximilian Ott;;;;;;3624
427;450.0;2013-06-17;journals/procedia/AsteriadisKSY12;Stylianos Asteriadis;Kostas Karpouzis;Noor Shaker;Towards Detecting Clusters of Players using Visual and Gameplay Behavioral Cues.;140-147;2012.0;VS-GAMES;1613.0;conf/vsgames/2012;db/journals/procedia/procedia15.html#AsteriadisKSY12;http://dx.doi.org/10.1016/j.procs.2012.10.065;Georgios N. Yannakakis;;;;;;3625
428;451.0;2013-06-05;journals/procedia/CollierS12;Nathan O. Collier;Marcin Sieniek;;Agent-based Algorithm for Spatial Distribution of Objects.;1494-1502;2012.0;ICCS;1613.0;conf/iccS/2012;db/journals/procedia/procedia9.html#CollierS12;http://dx.doi.org/10.1016/j.procs.2012.04.164;;;;;;;3625
429;452.0;2013-11-28;journals/procedia/WangD12;Renzhong Wang;Cihan H. Dagli;;Computational System Architecture Development Using a Holistic Modeling Approach.;13-20;2012.0;Complex Adaptive Systems;1613.0;conf/complexsystems/2012;db/journals/procedia/procedia12.html#WangD12;http://dx.doi.org/10.1016/j.procs.2012.09.023;;;;;;;3625
430;453.0;2013-07-10;journals/procedia/HoelzlKF12;Gerold Hoelzl;Marc Kurz;Alois Ferscha;Goal Oriented Opportunistic Recognition of High-Level Composed Activities Using Dynamically Configured Hidden Markov Models.;308-315;2012.0;ANT/MobiWIS;1613.0;conf/ant/2012;db/journals/procedia/procedia10.html#HoelzlKF12;http://dx.doi.org/10.1016/j.procs.2012.06.041;;;;;;;3625
